LOWER	_	_	_	_
NFKC	_	_	_	_
REPL	!	_	0021	_
REPL	,	_	002c	_
REPL	-	_	002d	_
REPL	.	_	002e	_
REPL	:	_	003a	_
REPL	?	_	003f	_
DEL	0	_	_	_
DEL	+	_	002b	_
SKIP	(	_	0028	_
SKIP	)	_	0029	_
SKIP	<	_	003c	_
SKIP	>	_	003e	_
SKIP	[	_	005b	_
SKIP	]	_	005d	_
SKIP	˜	_	02dc	_
SKIP	6	_	0036	_
SKIP	8	_	0038	_
SKIP	9	_	0039	_
NORM	'	ʼ	0027	02bc
NORM	2432	ᴶ	_	1d36
NORM	140	ᴮ	_	1d2e
NORM	24	ᴶ	_	1d36
NORM	42	ᴳ	_	1d33
NORM	20	ᴴ	_	1d34
NORM	32	ᴵ	_	1d35
NORM	14	ᴮ	_	1d2e
NORM	10	ᴷ	_	1d37
NORM	04	ᴹ	_	1d39
NORM	40	ᴸ	_	1d38
NORM	1	ᴱ	_	1d31
NORM	2	ꟲ	_	a7f2
NORM	3	ꟳ	_	a7f3
NORM	4	ᴬ	_	1d2c
ALLOW	ʼ	_	02bc	_
ALLOW	ᴬ	_	1d2c	_
ALLOW	ᴮ	_	1d2e	_
ALLOW	ꟲ	_	a7f2	_
ALLOW	ᴱ	_	1d31	_
ALLOW	ꟳ	_	a7f3	_
ALLOW	ᴳ	_	1d33	_
ALLOW	ᴴ	_	1d34	_
ALLOW	ᴵ	_	1d35	_
ALLOW	ᴶ	_	1d36	_
ALLOW	ᴷ	_	1d37	_
ALLOW	ᴸ	_	1d38	_
ALLOW	ᴹ	_	1d39	_
ALLOW	a	_	0061	_
ALLOW	b	_	0062	_
ALLOW	c	_	0063	_
ALLOW	d	_	0064	_
ALLOW	e	_	0065	_
ALLOW	f	_	0066	_
ALLOW	g	_	0067	_
ALLOW	h	_	0068	_
ALLOW	i	_	0069	_
ALLOW	j	_	006a	_
ALLOW	k	_	006b	_
ALLOW	l	_	006c	_
ALLOW	m	_	006d	_
ALLOW	n	_	006e	_
ALLOW	ñ	_	00f1	_
ALLOW	o	_	006f	_
ALLOW	õ	_	00f5	_
ALLOW	p	_	0070	_
ALLOW	q	_	0071	_
ALLOW	r	_	0072	_
ALLOW	s	_	0073	_
ALLOW	t	_	0074	_
ALLOW	u	_	0075	_
ALLOW	v	_	0076	_
ALLOW	w	_	0077	_
ALLOW	x	_	0078	_
ALLOW	y	_	0079	_
ALLOW	z	_	007a	_
ALLOW	_	_	0020	_
