LOWER	_	_
NFKC	_	_
REPL	!	_
REPL	,	_
REPL	.	_
REPL	:	_
REPL	;	_
REPL	?	_
REPL	:-	_
REPL	–	_
ALLOW	а	_
ALLOW	ә	_
ALLOW	б	_
ALLOW	в	_
ALLOW	г	_
ALLOW	ӷ	_
ALLOW	д	_
ALLOW	е	_
ALLOW	ж	_
ALLOW	з	_
ALLOW	ӡ	_
ALLOW	и	_
ALLOW	к	_
ALLOW	қ	_
ALLOW	ҟ	_
ALLOW	л	_
ALLOW	м	_
ALLOW	н	_
ALLOW	о	_
ALLOW	п	_
ALLOW	ԥ	_
ALLOW	р	_
ALLOW	с	_
ALLOW	т	_
ALLOW	ҭ	_
ALLOW	у	_
ALLOW	ф	_
ALLOW	х	_
ALLOW	ҳ	_
ALLOW	ц	_
ALLOW	ҵ	_
ALLOW	ч	_
ALLOW	ҷ	_
ALLOW	ҽ	_
ALLOW	ҿ	_
ALLOW	џ	_
ALLOW	ш	_
ALLOW	ы	_
ALLOW	ь	_
ALLOW	ҩ	_
ALLOW	-	_
ALLOW	_	_
