LOWER	_	_	_	_
NFKC	_	_	_	_
REPL	,	_	002c	_
REPL	.	_	002e	_
ALLOW	a	_	0061	_
ALLOW	ä	_	00e4	_
ALLOW	b	_	0062	_
ALLOW	č	_	010d	_
ALLOW	d	_	0064	_
ALLOW	ď	_	010f	_
ALLOW	e	_	0065	_
ALLOW	f	_	0066	_
ALLOW	g	_	0067	_
ALLOW	h	_	0068	_
ALLOW	i	_	0069	_
ALLOW	j	_	006a	_
ALLOW	k	_	006b	_
ALLOW	l	_	006c	_
ALLOW	ľ	_	013e	_
ALLOW	m	_	006d	_
ALLOW	n	_	006e	_
ALLOW	ń	_	0144	_
ALLOW	o	_	006f	_
ALLOW	õ	_	00f5	_
ALLOW	ö	_	00f6	_
ALLOW	p	_	0070	_
ALLOW	r	_	0072	_
ALLOW	s	_	0073	_
ALLOW	š	_	0161	_
ALLOW	t	_	0074	_
ALLOW	u	_	0075	_
ALLOW	ü	_	00fc	_
ALLOW	v	_	0076	_
ALLOW	z	_	007a	_
ALLOW	ž	_	017e	_
ALLOW	_ 	_	0020	_
