NFKC	_	_	_	_
REPL	?	_	003f	_
REPL	᱾	_	1c7e	_
ALLOW	ᱽ	_	1c7d	_
ALLOW	ᱚ	_	1c5a	_
ALLOW	ᱛ	_	1c5b	_
ALLOW	ᱜ	_	1c5c	_
ALLOW	ᱝ	_	1c5d	_
ALLOW	ᱞ	_	1c5e	_
ALLOW	ᱟ	_	1c5f	_
ALLOW	ᱠ	_	1c60	_
ALLOW	ᱡ	_	1c61	_
ALLOW	ᱢ	_	1c62	_
ALLOW	ᱣ	_	1c63	_
ALLOW	ᱤ	_	1c64	_
ALLOW	ᱥ	_	1c65	_
ALLOW	ᱦ	_	1c66	_
ALLOW	ᱧ	_	1c67	_
ALLOW	ᱨ	_	1c68	_
ALLOW	ᱩ	_	1c69	_
ALLOW	ᱪ	_	1c6a	_
ALLOW	ᱫ	_	1c6b	_
ALLOW	ᱬ	_	1c6c	_
ALLOW	ᱭ	_	1c6d	_
ALLOW	ᱮ	_	1c6e	_
ALLOW	ᱯ	_	1c6f	_
ALLOW	ᱰ	_	1c70	_
ALLOW	ᱱ	_	1c71	_
ALLOW	ᱲ	_	1c72	_
ALLOW	ᱴ	_	1c74	_
ALLOW	ᱵ	_	1c75	_
ALLOW	ᱶ	_	1c76	_
ALLOW	ᱷ	_	1c77	_
ALLOW	ᱸ	_	1c78	_
ALLOW	ᱹ	_	1c79	_
ALLOW	ᱼ	_	1c7c	_
ALLOW	_	_	0020	_
