4238	с. 
1817	И.
1373	А.
1329	Г.
1254	М.
1043	В.
936	Н.
841	П.
811	И.И.
612	К.
549	уо.д.
549	уо.
549	о.
549	д.
549	а.
499	Д.
487	С. 
455	О.
433	Е.
284	с.с.
247	о.д.
242	Л.
239	Б.
222	Т.
213	Ф.
211	П.А.
200	Р.
192	м. 
189	к. 
188	Э.
168	г. 
126	Г.В.
101	В.И.
91	А.И.
88	Н.Н.
87	Ю.
79	В.В.
76	П.С.
72	б.э.
71	А.А.
66	У.
66	кв.м.
64	А.С.
63	Н.А.
60	И.К.
58	Ч.
57	Н.И.
57	И.В.
55	Я.
55	А.П.
53	Э.К.
53	В.А.
52	З.
48	В.Н.
48	А.Н.
47	Л.Н.
45	С.П.
45	М.В.
43	М.Е.
43	И.Н.
43	Г.А.
42	Х.
42	А.Е.
40	С.А.
39	М.К.
38	с.т.
38	Н.Д.
36	Н.Е.
36	А.В.
34	Н.С.
34	А.Д.
33	Н.М.
33	М.П.
33	Д.М.
33	Г.С.
33	Г.Г.
32	Н.В.
31	С.И.
31	М.И.
31	И.А.
31	А.Г.
30	Н.К.
28	М.А.
28	И.П.
28	Е.И.
27	О.Д.
26	Ү.
26	Т.к.
26	Л.А.
26	К.Д.
26	И.С.
25	у.д.
25	И.Е.
24	о.и.
24	Н.Г.
24	В.С.
23	Ц.
23	С.Н.
23	С.М.
23	С.В.
23	П.И.
22	В.М.
22	А.М.
21	М.М.
21	И.Г.
21	Е.Е.
21	А.Ф.
20	М.Н.
20	Ж.
20	В.Л.
19	С.С.
19	П.Н.
19	М.С.
19	Г.Н.
19	Г.М.
19	В.Ф.
19	В.Г.
18	П.П.
18	а.э.
17	Ш.
17	д.а.
17	Б.э.
17	б.к.
16	Т.В.
16	Р.И.
16	П.М.
16	Н.П.
16	М.Д.
16	И.М.
16	И.Л.
16	Е.Н.
16	Е.А.
16	В.П.
15	Ф.Ф.
15	Ф.П.
15	П.В.
14	Ю.А.
14	Е.Д.
14	Д.С.
14	Д.П.
14	Г.Ф.
14	Г.И.
14	Б.Н.
13	Д.Д.
13	Д.Г.
13	В.Р.
12	П.Д.
12	Н.Ф.
12	К.С.
12	К.О.
12	Е.П.
12	Д.А.
12	Г.Е.
12	А.К.
11	С.Г.
11	о.э.
11	Л.И.
11	К.А.
11	Е.В.
11	Д.И.
10	Ю.И.
