LOWER	_	_	_	_
NFKC	_	_	_	_
DEL	 	_	2006	_
REPL	,	_	002c	_
REPL	-	_	002d	_
REPL	.	_	002e	_
REPL	:	_	003a	_
REPL	;	_	003b	_
REPL	?	_	003f	_
REPL	!	_	0021	_
REPL	—	_	2014	_
REPL	‘	_	2018	_
REPL	’	_	2019	_
REPL	“	_	201c	_
REPL	”	_	201d	_
REPL	…	_	2026	_
SKIP	0	_	0030	_
SKIP	1	_	0031	_
SKIP	2	_	0032	_
SKIP	3	_	0033	_
SKIP	4	_	0034	_
SKIP	5	_	0035	_
SKIP	6	_	0036	_
SKIP	7	_	0037	_
SKIP	8	_	0038	_
SKIP	9	_	0039	_
REPL	á	a_	00e1	_
REPL	à	a	00e0	_
REPL	ã	a	00e3	_
REPL	c	c	0063	_
REPL	é	e	00e9	_
REPL	è	e	00e8	_
REPL	ẽ	e	1ebd	_
REPL	í	i	00ed	_
REPL	ì	i	00ec	_
REPL	ĩ	i	0129	_
REPL	ó	o	00f3	_
REPL	ò	o	00f2	_
REPL	õ	o	00f5	_
REPL	ũ	u	0169	_
SKIP	(	_	0028	_
SKIP	)	_	0029	_
SKIP	*	_	002a	_
SKIP	[	_	005b	_
SKIP	\	_	005c	_
SKIP	]	_	005d	_
ALLOW	a	_	0061	_
ALLOW	b	_	0062	_
ALLOW	d	_	0064	_
ALLOW	ɖ	_	0256	_
ALLOW	e	_	0065	_
ALLOW	ɛ	_	025b	_
ALLOW	f	_	0066	_
ALLOW	ƒ	_	0192	_
ALLOW	g	_	0067	_
ALLOW	ɣ	_	0263	_
ALLOW	h	_	0068	_
ALLOW	i	_	0069	_
ALLOW	k	_	006b	_
ALLOW	l	_	006c	_
ALLOW	m	_	006d	_
ALLOW	n	_	006e	_
ALLOW	ŋ	_	014b	_
ALLOW	o	_	006f	_
ALLOW	ɔ	_	0254	_
ALLOW	p	_	0070	_
ALLOW	r	_	0072	_
ALLOW	s	_	0073	_
ALLOW	t	_	0074	_
ALLOW	u	_	0075	_
ALLOW	v	_	0076	_
ALLOW	ʋ	_	028b	_
ALLOW	w	_	0077	_
ALLOW	x	_	0078	_
ALLOW	y	_	0079	_
ALLOW	z	_	007a	_
ALLOW	̃	_	0303	_
ALLOW	_	_	0020	_
